text,time,confidence,speaker_confidence,emotions
percent it is. You drive a hard,"{'begin': 31.841389, 'end': 34.56768}",,,"[{'name': 'Admiration', 'score': 0.029364123940467834}, {'name': 'Adoration', 'score': 0.013439378701150417}, {'name': 'Aesthetic Appreciation', 'score': 0.009571408852934837}, {'name': 'Amusement', 'score': 0.13895104825496674}, {'name': 'Anger', 'score': 0.04938292130827904}, {'name': 'Anxiety', 'score': 0.06658151745796204}, {'name': 'Awe', 'score': 0.007908163592219353}, {'name': 'Awkwardness', 'score': 0.22123658657073975}, {'name': 'Boredom', 'score': 0.015283365733921528}, {'name': 'Calmness', 'score': 0.03250313177704811}, {'name': 'Concentration', 'score': 0.04074014723300934}, {'name': 'Confusion', 'score': 0.21049824357032776}, {'name': 'Contemplation', 'score': 0.04604233056306839}, {'name': 'Contempt', 'score': 0.11259356886148453}, {'name': 'Contentment', 'score': 0.007605750113725662}, {'name': 'Craving', 'score': 0.0018619992770254612}, {'name': 'Desire', 'score': 0.00612673070281744}, {'name': 'Determination', 'score': 0.04464131221175194}, {'name': 'Disappointment', 'score': 0.1382775604724884}, {'name': 'Disgust', 'score': 0.14372436702251434}, {'name': 'Distress', 'score': 0.1076839417219162}, {'name': 'Doubt', 'score': 0.0593729130923748}, {'name': 'Ecstasy', 'score': 0.0033272418659180403}, {'name': 'Embarrassment', 'score': 0.04671873524785042}, {'name': 'Empathic Pain', 'score': 0.015835057944059372}, {'name': 'Entrancement', 'score': 0.003946164157241583}, {'name': 'Envy', 'score': 0.012266825884580612}, {'name': 'Excitement', 'score': 0.023173974826931953}, {'name': 'Fear', 'score': 0.024210292845964432}, {'name': 'Guilt', 'score': 0.008041935972869396}, {'name': 'Horror', 'score': 0.023333612829446793}, {'name': 'Interest', 'score': 0.04636819660663605}, {'name': 'Joy', 'score': 0.0130348214879632}, {'name': 'Love', 'score': 0.0072118970565497875}, {'name': 'Nostalgia', 'score': 0.012433244846761227}, {'name': 'Pain', 'score': 0.006326731294393539}, {'name': 'Pride', 'score': 0.02813846990466118}, {'name': 'Realization', 'score': 0.20723271369934082}, {'name': 'Relief', 'score': 0.007144545670598745}, {'name': 'Romance', 'score': 0.004998287186026573}, {'name': 'Sadness', 'score': 0.007739271502941847}, {'name': 'Satisfaction', 'score': 0.019009340554475784}, {'name': 'Shame', 'score': 0.01241766195744276}, {'name': 'Surprise (negative)', 'score': 0.21192388236522675}, {'name': 'Surprise (positive)', 'score': 0.02765681967139244}, {'name': 'Sympathy', 'score': 0.029447270557284355}, {'name': 'Tiredness', 'score': 0.009486228227615356}, {'name': 'Triumph', 'score': 0.006847304292023182}]"
bargain in Jessica. I have to tell my team that,"{'begin': 34.56768, 'end': 37.92335}",,,"[{'name': 'Admiration', 'score': 0.06498032808303833}, {'name': 'Adoration', 'score': 0.04480559378862381}, {'name': 'Aesthetic Appreciation', 'score': 0.015128174796700478}, {'name': 'Amusement', 'score': 0.11858221888542175}, {'name': 'Anger', 'score': 0.024461988359689713}, {'name': 'Anxiety', 'score': 0.04327768087387085}, {'name': 'Awe', 'score': 0.013051980175077915}, {'name': 'Awkwardness', 'score': 0.09176553040742874}, {'name': 'Boredom', 'score': 0.015560812316834927}, {'name': 'Calmness', 'score': 0.13310661911964417}, {'name': 'Concentration', 'score': 0.1520027369260788}, {'name': 'Confusion', 'score': 0.04658745974302292}, {'name': 'Contemplation', 'score': 0.043944258242845535}, {'name': 'Contempt', 'score': 0.028279412537813187}, {'name': 'Contentment', 'score': 0.015568524599075317}, {'name': 'Craving', 'score': 0.023699384182691574}, {'name': 'Desire', 'score': 0.024508357048034668}, {'name': 'Determination', 'score': 0.1545036882162094}, {'name': 'Disappointment', 'score': 0.07661296427249908}, {'name': 'Disgust', 'score': 0.018427588045597076}, {'name': 'Distress', 'score': 0.0782528892159462}, {'name': 'Doubt', 'score': 0.04848170280456543}, {'name': 'Ecstasy', 'score': 0.01358967088162899}, {'name': 'Embarrassment', 'score': 0.015909457579255104}, {'name': 'Empathic Pain', 'score': 0.06618587672710419}, {'name': 'Entrancement', 'score': 0.0169437937438488}, {'name': 'Envy', 'score': 0.07410091161727905}, {'name': 'Excitement', 'score': 0.1098729744553566}, {'name': 'Fear', 'score': 0.020045608282089233}, {'name': 'Guilt', 'score': 0.017946556210517883}, {'name': 'Horror', 'score': 0.013844969682395458}, {'name': 'Interest', 'score': 0.22127050161361694}, {'name': 'Joy', 'score': 0.09004075080156326}, {'name': 'Love', 'score': 0.03790609538555145}, {'name': 'Nostalgia', 'score': 0.03292742744088173}, {'name': 'Pain', 'score': 0.014043165370821953}, {'name': 'Pride', 'score': 0.036559104919433594}, {'name': 'Realization', 'score': 0.11240769177675247}, {'name': 'Relief', 'score': 0.009936544112861156}, {'name': 'Romance', 'score': 0.022565994411706924}, {'name': 'Sadness', 'score': 0.02624141238629818}, {'name': 'Satisfaction', 'score': 0.037009961903095245}, {'name': 'Shame', 'score': 0.0157758966088295}, {'name': 'Surprise (negative)', 'score': 0.06786000728607178}, {'name': 'Surprise (positive)', 'score': 0.03621862083673477}, {'name': 'Sympathy', 'score': 0.12262637168169022}, {'name': 'Tiredness', 'score': 0.004983923863619566}, {'name': 'Triumph', 'score': 0.015263048931956291}]"
"you are quite the negotiator. Well,","{'begin': 37.92335, 'end': 41.13438}",,,"[{'name': 'Admiration', 'score': 0.09600800275802612}, {'name': 'Adoration', 'score': 0.02014196664094925}, {'name': 'Aesthetic Appreciation', 'score': 0.01798519864678383}, {'name': 'Amusement', 'score': 0.051318731158971786}, {'name': 'Anger', 'score': 0.0690905898809433}, {'name': 'Anxiety', 'score': 0.023735234513878822}, {'name': 'Awe', 'score': 0.02260347455739975}, {'name': 'Awkwardness', 'score': 0.0515824630856514}, {'name': 'Boredom', 'score': 0.015278740786015987}, {'name': 'Calmness', 'score': 0.06343939155340195}, {'name': 'Concentration', 'score': 0.019534215331077576}, {'name': 'Confusion', 'score': 0.04639606922864914}, {'name': 'Contemplation', 'score': 0.053795523941516876}, {'name': 'Contempt', 'score': 0.06538675725460052}, {'name': 'Contentment', 'score': 0.04899801313877106}, {'name': 'Craving', 'score': 0.00562979094684124}, {'name': 'Desire', 'score': 0.0068407743237912655}, {'name': 'Determination', 'score': 0.1393297016620636}, {'name': 'Disappointment', 'score': 0.06007636338472366}, {'name': 'Disgust', 'score': 0.02523730881512165}, {'name': 'Distress', 'score': 0.04780292883515358}, {'name': 'Doubt', 'score': 0.04917392507195473}, {'name': 'Ecstasy', 'score': 0.007851225323975086}, {'name': 'Embarrassment', 'score': 0.008296706713736057}, {'name': 'Empathic Pain', 'score': 0.0321982204914093}, {'name': 'Entrancement', 'score': 0.00865787360817194}, {'name': 'Envy', 'score': 0.043308958411216736}, {'name': 'Excitement', 'score': 0.06189119815826416}, {'name': 'Fear', 'score': 0.00485802860930562}, {'name': 'Guilt', 'score': 0.006231111939996481}, {'name': 'Horror', 'score': 0.0058019282296299934}, {'name': 'Interest', 'score': 0.07014460861682892}, {'name': 'Joy', 'score': 0.03874361887574196}, {'name': 'Love', 'score': 0.009552703239023685}, {'name': 'Nostalgia', 'score': 0.006937663070857525}, {'name': 'Pain', 'score': 0.009438687935471535}, {'name': 'Pride', 'score': 0.050171639770269394}, {'name': 'Realization', 'score': 0.4364302158355713}, {'name': 'Relief', 'score': 0.12040694802999496}, {'name': 'Romance', 'score': 0.005405503790825605}, {'name': 'Sadness', 'score': 0.01295410469174385}, {'name': 'Satisfaction', 'score': 0.11657297611236572}, {'name': 'Shame', 'score': 0.006464979611337185}, {'name': 'Surprise (negative)', 'score': 0.057229675352573395}, {'name': 'Surprise (positive)', 'score': 0.1481882780790329}, {'name': 'Sympathy', 'score': 0.0524255707859993}, {'name': 'Tiredness', 'score': 0.011291088536381721}, {'name': 'Triumph', 'score': 0.03095695748925209}]"
I'll tell mind that someone in the big bad world of,"{'begin': 41.533966, 'end': 44.091324}",,,"[{'name': 'Admiration', 'score': 0.051906634122133255}, {'name': 'Adoration', 'score': 0.028501378372311592}, {'name': 'Aesthetic Appreciation', 'score': 0.03239255025982857}, {'name': 'Amusement', 'score': 0.09219123423099518}, {'name': 'Anger', 'score': 0.12552125751972198}, {'name': 'Anxiety', 'score': 0.029647454619407654}, {'name': 'Awe', 'score': 0.017806611955165863}, {'name': 'Awkwardness', 'score': 0.05723663046956062}, {'name': 'Boredom', 'score': 0.05012105032801628}, {'name': 'Calmness', 'score': 0.16023467481136322}, {'name': 'Concentration', 'score': 0.30354002118110657}, {'name': 'Confusion', 'score': 0.044932473450899124}, {'name': 'Contemplation', 'score': 0.18462041020393372}, {'name': 'Contempt', 'score': 0.1860489845275879}, {'name': 'Contentment', 'score': 0.06183337792754173}, {'name': 'Craving', 'score': 0.01725548878312111}, {'name': 'Desire', 'score': 0.006656242534518242}, {'name': 'Determination', 'score': 0.30832019448280334}, {'name': 'Disappointment', 'score': 0.10209333896636963}, {'name': 'Disgust', 'score': 0.10135748237371445}, {'name': 'Distress', 'score': 0.03874439746141434}, {'name': 'Doubt', 'score': 0.04893882945179939}, {'name': 'Ecstasy', 'score': 0.009742837399244308}, {'name': 'Embarrassment', 'score': 0.022567810490727425}, {'name': 'Empathic Pain', 'score': 0.01359124667942524}, {'name': 'Entrancement', 'score': 0.014974690973758698}, {'name': 'Envy', 'score': 0.06996212154626846}, {'name': 'Excitement', 'score': 0.10517583787441254}, {'name': 'Fear', 'score': 0.015461199916899204}, {'name': 'Guilt', 'score': 0.009515725076198578}, {'name': 'Horror', 'score': 0.005347004160284996}, {'name': 'Interest', 'score': 0.15845760703086853}, {'name': 'Joy', 'score': 0.040192339569330215}, {'name': 'Love', 'score': 0.012592664919793606}, {'name': 'Nostalgia', 'score': 0.10458790510892868}, {'name': 'Pain', 'score': 0.006044496316462755}, {'name': 'Pride', 'score': 0.180253267288208}, {'name': 'Realization', 'score': 0.1869095265865326}, {'name': 'Relief', 'score': 0.014629009179770947}, {'name': 'Romance', 'score': 0.006085912697017193}, {'name': 'Sadness', 'score': 0.022926921024918556}, {'name': 'Satisfaction', 'score': 0.07353893667459488}, {'name': 'Shame', 'score': 0.017486965283751488}, {'name': 'Surprise (negative)', 'score': 0.024985764175653458}, {'name': 'Surprise (positive)', 'score': 0.018778139725327492}, {'name': 'Sympathy', 'score': 0.020159343257546425}, {'name': 'Tiredness', 'score': 0.005997448228299618}, {'name': 'Triumph', 'score': 0.03929149731993675}]"
corporate publishing has our back after all? So,"{'begin': 44.091324, 'end': 48.187603}",,,"[{'name': 'Admiration', 'score': 0.03044268488883972}, {'name': 'Adoration', 'score': 0.012774822302162647}, {'name': 'Aesthetic Appreciation', 'score': 0.02302415668964386}, {'name': 'Amusement', 'score': 0.0816287025809288}, {'name': 'Anger', 'score': 0.019058825448155403}, {'name': 'Anxiety', 'score': 0.03152712062001228}, {'name': 'Awe', 'score': 0.004122716840356588}, {'name': 'Awkwardness', 'score': 0.11440304666757584}, {'name': 'Boredom', 'score': 0.2539897859096527}, {'name': 'Calmness', 'score': 0.2575739622116089}, {'name': 'Concentration', 'score': 0.25754135847091675}, {'name': 'Confusion', 'score': 0.027875810861587524}, {'name': 'Contemplation', 'score': 0.18067002296447754}, {'name': 'Contempt', 'score': 0.07028340548276901}, {'name': 'Contentment', 'score': 0.03954598307609558}, {'name': 'Craving', 'score': 0.015809902921319008}, {'name': 'Desire', 'score': 0.005882343277335167}, {'name': 'Determination', 'score': 0.0711360052227974}, {'name': 'Disappointment', 'score': 0.07213831692934036}, {'name': 'Disgust', 'score': 0.04047311469912529}, {'name': 'Distress', 'score': 0.027730224654078484}, {'name': 'Doubt', 'score': 0.027253713458776474}, {'name': 'Ecstasy', 'score': 0.002550943288952112}, {'name': 'Embarrassment', 'score': 0.04708150401711464}, {'name': 'Empathic Pain', 'score': 0.0777495801448822}, {'name': 'Entrancement', 'score': 0.007335708476603031}, {'name': 'Envy', 'score': 0.044825103133916855}, {'name': 'Excitement', 'score': 0.022953223437070847}, {'name': 'Fear', 'score': 0.014918187633156776}, {'name': 'Guilt', 'score': 0.05857028067111969}, {'name': 'Horror', 'score': 0.007098531350493431}, {'name': 'Interest', 'score': 0.17781147360801697}, {'name': 'Joy', 'score': 0.020772118121385574}, {'name': 'Love', 'score': 0.00684847729280591}, {'name': 'Nostalgia', 'score': 0.05340465158224106}, {'name': 'Pain', 'score': 0.011760185472667217}, {'name': 'Pride', 'score': 0.028896328061819077}, {'name': 'Realization', 'score': 0.10120418667793274}, {'name': 'Relief', 'score': 0.017286252230405807}, {'name': 'Romance', 'score': 0.0034068734385073185}, {'name': 'Sadness', 'score': 0.024272970855236053}, {'name': 'Satisfaction', 'score': 0.045897819101810455}, {'name': 'Shame', 'score': 0.043102387338876724}, {'name': 'Surprise (negative)', 'score': 0.019851261749863625}, {'name': 'Surprise (positive)', 'score': 0.007161552552133799}, {'name': 'Sympathy', 'score': 0.14681309461593628}, {'name': 'Tiredness', 'score': 0.016125382855534554}, {'name': 'Triumph', 'score': 0.016923246905207634}]"
"do we have a deal then? Yeah, Mark,","{'begin': 48.247025, 'end': 51.295345}",,,"[{'name': 'Admiration', 'score': 0.01465354673564434}, {'name': 'Adoration', 'score': 0.009010052308440208}, {'name': 'Aesthetic Appreciation', 'score': 0.00877341628074646}, {'name': 'Amusement', 'score': 0.031548045575618744}, {'name': 'Anger', 'score': 0.12085450440645218}, {'name': 'Anxiety', 'score': 0.029643995687365532}, {'name': 'Awe', 'score': 0.004317168612033129}, {'name': 'Awkwardness', 'score': 0.1431783139705658}, {'name': 'Boredom', 'score': 0.05769810453057289}, {'name': 'Calmness', 'score': 0.11698724329471588}, {'name': 'Concentration', 'score': 0.056225135922431946}, {'name': 'Confusion', 'score': 0.1612526774406433}, {'name': 'Contemplation', 'score': 0.048975806683301926}, {'name': 'Contempt', 'score': 0.13392770290374756}, {'name': 'Contentment', 'score': 0.02354840748012066}, {'name': 'Craving', 'score': 0.008118955418467522}, {'name': 'Desire', 'score': 0.0023954547941684723}, {'name': 'Determination', 'score': 0.13731183111667633}, {'name': 'Disappointment', 'score': 0.09318628907203674}, {'name': 'Disgust', 'score': 0.09099400788545609}, {'name': 'Distress', 'score': 0.047116655856370926}, {'name': 'Doubt', 'score': 0.23750363290309906}, {'name': 'Ecstasy', 'score': 0.0022199656814336777}, {'name': 'Embarrassment', 'score': 0.03188963979482651}, {'name': 'Empathic Pain', 'score': 0.01985596865415573}, {'name': 'Entrancement', 'score': 0.003165957285091281}, {'name': 'Envy', 'score': 0.10245028138160706}, {'name': 'Excitement', 'score': 0.013700290583074093}, {'name': 'Fear', 'score': 0.012718616984784603}, {'name': 'Guilt', 'score': 0.009606012143194675}, {'name': 'Horror', 'score': 0.007242756895720959}, {'name': 'Interest', 'score': 0.0932169258594513}, {'name': 'Joy', 'score': 0.008559757843613625}, {'name': 'Love', 'score': 0.0060762627981603146}, {'name': 'Nostalgia', 'score': 0.0071435291320085526}, {'name': 'Pain', 'score': 0.004805712029337883}, {'name': 'Pride', 'score': 0.029918424785137177}, {'name': 'Realization', 'score': 0.07415900379419327}, {'name': 'Relief', 'score': 0.006284961011260748}, {'name': 'Romance', 'score': 0.003334666136652231}, {'name': 'Sadness', 'score': 0.010153412818908691}, {'name': 'Satisfaction', 'score': 0.021168742328882217}, {'name': 'Shame', 'score': 0.014446781016886234}, {'name': 'Surprise (negative)', 'score': 0.08446773886680603}, {'name': 'Surprise (positive)', 'score': 0.019435251131653786}, {'name': 'Sympathy', 'score': 0.03349776566028595}, {'name': 'Tiredness', 'score': 0.009174449369311333}, {'name': 'Triumph', 'score': 0.012178177013993263}]"
"we have a deal. And hopefully, we'll","{'begin': 51.534313, 'end': 54.322243}",,,"[{'name': 'Admiration', 'score': 0.04913287237286568}, {'name': 'Adoration', 'score': 0.025655284523963928}, {'name': 'Aesthetic Appreciation', 'score': 0.0307269636541605}, {'name': 'Amusement', 'score': 0.016828030347824097}, {'name': 'Anger', 'score': 0.005925390403717756}, {'name': 'Anxiety', 'score': 0.008105945773422718}, {'name': 'Awe', 'score': 0.009378734976053238}, {'name': 'Awkwardness', 'score': 0.022845393046736717}, {'name': 'Boredom', 'score': 0.04118373617529869}, {'name': 'Calmness', 'score': 0.6304383277893066}, {'name': 'Concentration', 'score': 0.3843253254890442}, {'name': 'Confusion', 'score': 0.020378094166517258}, {'name': 'Contemplation', 'score': 0.19767634570598602}, {'name': 'Contempt', 'score': 0.029439564794301987}, {'name': 'Contentment', 'score': 0.22881875932216644}, {'name': 'Craving', 'score': 0.014077875763177872}, {'name': 'Desire', 'score': 0.00555583368986845}, {'name': 'Determination', 'score': 0.5597816109657288}, {'name': 'Disappointment', 'score': 0.01661253720521927}, {'name': 'Disgust', 'score': 0.00430289376527071}, {'name': 'Distress', 'score': 0.005001973360776901}, {'name': 'Doubt', 'score': 0.059189312160015106}, {'name': 'Ecstasy', 'score': 0.006449148058891296}, {'name': 'Embarrassment', 'score': 0.0034973297733813524}, {'name': 'Empathic Pain', 'score': 0.009195626713335514}, {'name': 'Entrancement', 'score': 0.022232424467802048}, {'name': 'Envy', 'score': 0.025182515382766724}, {'name': 'Excitement', 'score': 0.03157002478837967}, {'name': 'Fear', 'score': 0.004192190244793892}, {'name': 'Guilt', 'score': 0.001914415042847395}, {'name': 'Horror', 'score': 0.0006274114130064845}, {'name': 'Interest', 'score': 0.34257563948631287}, {'name': 'Joy', 'score': 0.05656665191054344}, {'name': 'Love', 'score': 0.038074791431427}, {'name': 'Nostalgia', 'score': 0.007120143156498671}, {'name': 'Pain', 'score': 0.0027394325006753206}, {'name': 'Pride', 'score': 0.16840560734272003}, {'name': 'Realization', 'score': 0.0678558200597763}, {'name': 'Relief', 'score': 0.12115183472633362}, {'name': 'Romance', 'score': 0.006343360524624586}, {'name': 'Sadness', 'score': 0.005340576637536287}, {'name': 'Satisfaction', 'score': 0.228437602519989}, {'name': 'Shame', 'score': 0.0021300034131854773}, {'name': 'Surprise (negative)', 'score': 0.0030470630154013634}, {'name': 'Surprise (positive)', 'score': 0.013823140412569046}, {'name': 'Sympathy', 'score': 0.03748762235045433}, {'name': 'Tiredness', 'score': 0.010373198427259922}, {'name': 'Triumph', 'score': 0.0959179699420929}]"
have a start to a better partnership too.,"{'begin': 54.322243, 'end': 55.995003}",,,"[{'name': 'Admiration', 'score': 0.06846438348293304}, {'name': 'Adoration', 'score': 0.02476283721625805}, {'name': 'Aesthetic Appreciation', 'score': 0.01458849385380745}, {'name': 'Amusement', 'score': 0.0440637469291687}, {'name': 'Anger', 'score': 0.007233161944895983}, {'name': 'Anxiety', 'score': 0.02214491367340088}, {'name': 'Awe', 'score': 0.005775773897767067}, {'name': 'Awkwardness', 'score': 0.04892687499523163}, {'name': 'Boredom', 'score': 0.06035279855132103}, {'name': 'Calmness', 'score': 0.42621102929115295}, {'name': 'Concentration', 'score': 0.23462004959583282}, {'name': 'Confusion', 'score': 0.008507980965077877}, {'name': 'Contemplation', 'score': 0.18344585597515106}, {'name': 'Contempt', 'score': 0.0366801880300045}, {'name': 'Contentment', 'score': 0.12762601673603058}, {'name': 'Craving', 'score': 0.021262941882014275}, {'name': 'Desire', 'score': 0.006863023154437542}, {'name': 'Determination', 'score': 0.3538208603858948}, {'name': 'Disappointment', 'score': 0.021470915526151657}, {'name': 'Disgust', 'score': 0.006433569826185703}, {'name': 'Distress', 'score': 0.012839670293033123}, {'name': 'Doubt', 'score': 0.02797721140086651}, {'name': 'Ecstasy', 'score': 0.005493370816111565}, {'name': 'Embarrassment', 'score': 0.005704278126358986}, {'name': 'Empathic Pain', 'score': 0.01429065503180027}, {'name': 'Entrancement', 'score': 0.010815922170877457}, {'name': 'Envy', 'score': 0.07542359828948975}, {'name': 'Excitement', 'score': 0.06578070670366287}, {'name': 'Fear', 'score': 0.0056887539103627205}, {'name': 'Guilt', 'score': 0.007723819464445114}, {'name': 'Horror', 'score': 0.001470742980018258}, {'name': 'Interest', 'score': 0.373053640127182}, {'name': 'Joy', 'score': 0.05417918786406517}, {'name': 'Love', 'score': 0.017301766201853752}, {'name': 'Nostalgia', 'score': 0.016712412238121033}, {'name': 'Pain', 'score': 0.0033092177473008633}, {'name': 'Pride', 'score': 0.08675885200500488}, {'name': 'Realization', 'score': 0.08125635236501694}, {'name': 'Relief', 'score': 0.049439042806625366}, {'name': 'Romance', 'score': 0.00691438652575016}, {'name': 'Sadness', 'score': 0.007686271797865629}, {'name': 'Satisfaction', 'score': 0.11065429449081421}, {'name': 'Shame', 'score': 0.004862071014940739}, {'name': 'Surprise (negative)', 'score': 0.00468452088534832}, {'name': 'Surprise (positive)', 'score': 0.013739431276917458}, {'name': 'Sympathy', 'score': 0.1469346582889557}, {'name': 'Tiredness', 'score': 0.010504086501896381}, {'name': 'Triumph', 'score': 0.040327806025743484}]"
Okay. Okay. Okay.,"{'begin': 0.1991573, 'end': 1.0754495}",0.9892578,,"[{'name': 'Admiration', 'score': 0.013720632530748844}, {'name': 'Adoration', 'score': 0.012671427801251411}, {'name': 'Aesthetic Appreciation', 'score': 0.009632804431021214}, {'name': 'Amusement', 'score': 0.3742900788784027}, {'name': 'Anger', 'score': 0.02871120534837246}, {'name': 'Anxiety', 'score': 0.15354736149311066}, {'name': 'Awe', 'score': 0.014111010357737541}, {'name': 'Awkwardness', 'score': 0.21957817673683167}, {'name': 'Boredom', 'score': 0.06741853058338165}, {'name': 'Calmness', 'score': 0.017710700631141663}, {'name': 'Concentration', 'score': 0.00713743781670928}, {'name': 'Confusion', 'score': 0.05904952809214592}, {'name': 'Contemplation', 'score': 0.0026104049757122993}, {'name': 'Contempt', 'score': 0.01871890388429165}, {'name': 'Contentment', 'score': 0.014531648717820644}, {'name': 'Craving', 'score': 0.006355884484946728}, {'name': 'Desire', 'score': 0.011721661314368248}, {'name': 'Determination', 'score': 0.03236714005470276}, {'name': 'Disappointment', 'score': 0.03715134039521217}, {'name': 'Disgust', 'score': 0.031100211665034294}, {'name': 'Distress', 'score': 0.23713092505931854}, {'name': 'Doubt', 'score': 0.042457643896341324}, {'name': 'Ecstasy', 'score': 0.03559707850217819}, {'name': 'Embarrassment', 'score': 0.05714459717273712}, {'name': 'Empathic Pain', 'score': 0.042825959622859955}, {'name': 'Entrancement', 'score': 0.006365225650370121}, {'name': 'Envy', 'score': 0.009879645891487598}, {'name': 'Excitement', 'score': 0.17090247571468353}, {'name': 'Fear', 'score': 0.11692122370004654}, {'name': 'Guilt', 'score': 0.04388751834630966}, {'name': 'Horror', 'score': 0.04668864607810974}, {'name': 'Interest', 'score': 0.031805139034986496}, {'name': 'Joy', 'score': 0.17368517816066742}, {'name': 'Love', 'score': 0.02086763083934784}, {'name': 'Nostalgia', 'score': 0.005532330367714167}, {'name': 'Pain', 'score': 0.13175085186958313}, {'name': 'Pride', 'score': 0.005777498707175255}, {'name': 'Realization', 'score': 0.021311337128281593}, {'name': 'Relief', 'score': 0.04296499118208885}, {'name': 'Romance', 'score': 0.016428794711828232}, {'name': 'Sadness', 'score': 0.07241571694612503}, {'name': 'Satisfaction', 'score': 0.029969017952680588}, {'name': 'Shame', 'score': 0.03473689779639244}, {'name': 'Surprise (negative)', 'score': 0.07452329248189926}, {'name': 'Surprise (positive)', 'score': 0.0417441725730896}, {'name': 'Sympathy', 'score': 0.021371793001890182}, {'name': 'Tiredness', 'score': 0.14070793986320496}, {'name': 'Triumph', 'score': 0.017072012647986412}]"
Ten percent it is.,"{'begin': 2.3500562, 'end': 3.3060112}",0.9425049,,"[{'name': 'Admiration', 'score': 0.017850350588560104}, {'name': 'Adoration', 'score': 0.010105352848768234}, {'name': 'Aesthetic Appreciation', 'score': 0.005091875325888395}, {'name': 'Amusement', 'score': 0.04551246389746666}, {'name': 'Anger', 'score': 0.09547101706266403}, {'name': 'Anxiety', 'score': 0.03451010212302208}, {'name': 'Awe', 'score': 0.010672981850802898}, {'name': 'Awkwardness', 'score': 0.0311450008302927}, {'name': 'Boredom', 'score': 0.01182488352060318}, {'name': 'Calmness', 'score': 0.05900194123387337}, {'name': 'Concentration', 'score': 0.058554742485284805}, {'name': 'Confusion', 'score': 0.06242872774600983}, {'name': 'Contemplation', 'score': 0.03248424828052521}, {'name': 'Contempt', 'score': 0.0597703792154789}, {'name': 'Contentment', 'score': 0.025335248559713364}, {'name': 'Craving', 'score': 0.0028656013309955597}, {'name': 'Desire', 'score': 0.002556813880801201}, {'name': 'Determination', 'score': 0.1559806615114212}, {'name': 'Disappointment', 'score': 0.060483790934085846}, {'name': 'Disgust', 'score': 0.03144326061010361}, {'name': 'Distress', 'score': 0.036984752863645554}, {'name': 'Doubt', 'score': 0.0455000065267086}, {'name': 'Ecstasy', 'score': 0.01033838838338852}, {'name': 'Embarrassment', 'score': 0.012104799039661884}, {'name': 'Empathic Pain', 'score': 0.00455089844763279}, {'name': 'Entrancement', 'score': 0.007660934701561928}, {'name': 'Envy', 'score': 0.021316614001989365}, {'name': 'Excitement', 'score': 0.07455167919397354}, {'name': 'Fear', 'score': 0.011483785696327686}, {'name': 'Guilt', 'score': 0.003587152110412717}, {'name': 'Horror', 'score': 0.009072497487068176}, {'name': 'Interest', 'score': 0.06505914032459259}, {'name': 'Joy', 'score': 0.02435436099767685}, {'name': 'Love', 'score': 0.008987386710941792}, {'name': 'Nostalgia', 'score': 0.010602772235870361}, {'name': 'Pain', 'score': 0.006267391610890627}, {'name': 'Pride', 'score': 0.04264999181032181}, {'name': 'Realization', 'score': 0.09982907772064209}, {'name': 'Relief', 'score': 0.008740335702896118}, {'name': 'Romance', 'score': 0.003029976040124893}, {'name': 'Sadness', 'score': 0.020853191614151}, {'name': 'Satisfaction', 'score': 0.027104228734970093}, {'name': 'Shame', 'score': 0.006172225810587406}, {'name': 'Surprise (negative)', 'score': 0.1395573765039444}, {'name': 'Surprise (positive)', 'score': 0.05260777100920677}, {'name': 'Sympathy', 'score': 0.009711162187159061}, {'name': 'Tiredness', 'score': 0.005596600007265806}, {'name': 'Triumph', 'score': 0.03252558037638664}]"
